PID/THRD         RELATIVE  ELAPSD    CPU SYSCALL(args) 		 = return
files were found:
/Users/sergeyantonov/Desktop/Epam/EpamPython2019/11-programming-and-debugging/hw/hw2/file1.txt

20699/0xb016c:     10921       8      5 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/../Cellar/python/3.7.5/bin/lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = -1 2
20699/0xb016c:     10928       8      5 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/../Cellar/python/3.7.5/lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = -1 2
20699/0xb016c:     10935       7      5 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/../Cellar/python/lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = -1 2
20699/0xb016c:     10942       7      5 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/../Cellar/lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = -1 2
20699/0xb016c:     10949       8      5 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/../lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = -1 2
20699/0xb016c:     10959      11      8 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/lib-dynload\0", 0x7FFEE822BFE0, 0x0)		 = 0 0
20699/0xb016c:     11004       5      2 ioctl(0x0, 0x4004667A, 0x7FFEE822E524)		 = 0 0
20699/0xb016c:     11030       7      4 getentropy(0x107BE21D8, 0x18, 0x0)		 = 0 0
20699/0xb016c:     11123      10      4 mmap(0x0, 0x40000, 0x3, 0x1002, 0xFFFFFFFFFFFFFFFF, 0x0)		 = 0x107C63000 0
20699/0xb016c:     12134       7      3 fstat64(0x0, 0x7FFEE822E2E8, 0x0)		 = 0 0
20699/0xb016c:     12263       5      1 mmap(0x0, 0x40000, 0x3, 0x1002, 0xFFFFFFFFFFFFFFFF, 0x0)		 = 0x107CA3000 0
20699/0xb016c:     13598       6      2 mmap(0x0, 0x40000, 0x3, 0x1002, 0xFFFFFFFFFFFFFFFF, 0x0)		 = 0x107CED000 0
20699/0xb016c:     14663       5      1 madvise(0x107CE3000, 0xA000, 0x9)		 = 0 0
20699/0xb016c:     14835       5      0 sigaltstack(0x107BE1ED8, 0x107BE1EF0, 0x0)		 = 0 0
20699/0xb016c:     14905      28     24 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python37.zip\0", 0x7FFEE822C970, 0x0)		 = -1 2
20699/0xb016c:     14922      15     13 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib\0", 0x7FFEE822C970, 0x0)		 = 0 0
20699/0xb016c:     14941      10      7 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python37.zip\0", 0x7FFEE822C3B0, 0x0)		 = -1 2
20699/0xb016c:     14981      13     10 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822C970, 0x0)		 = 0 0
20699/0xb016c:     14993      10      7 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822C3B0, 0x0)		 = 0 0
20699/0xb016c:     15034      12      9 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822CBF0, 0x0)		 = 0 0
20699/0xb016c:     15095      51     46 open_nocancel("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x1100004, 0x0)		 = 3 0
20699/0xb016c:     15106      15      8 sysctlbyname(kern.secure_kernel, 0x12, 0x7FFEE822C3A4, 0x7FFEE822C3A8, 0x0)		 = 0 0
20699/0xb016c:     15111       7      4 fstatfs64(0x3, 0x7FFEE822C3A8, 0x0)		 = 0 0
20699/0xb016c:     15409     513    287 getdirentries64(0x3, 0x7FE19F823400, 0x2000)		 = 8008 0
20699/0xb016c:     15491      11      6 close_nocancel(0x3)		 = 0 0
20699/0xb016c:     15600      19     15 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__init__.cpython-37m-darwin.so\0", 0x7FFEE822C7D0, 0x0)		 = -1 2
20699/0xb016c:     15620      10      8 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__init__.abi3.so\0", 0x7FFEE822C7D0, 0x0)		 = -1 2
20699/0xb016c:     15634      10      7 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__init__.so\0", 0x7FFEE822C7D0, 0x0)		 = -1 2
20699/0xb016c:     15651      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__init__.py\0", 0x7FFEE822C7D0, 0x0)		 = 0 0
20699/0xb016c:     15755       7      3 mmap(0x0, 0x40000, 0x3, 0x1002, 0xFFFFFFFFFFFFFFFF, 0x0)		 = 0x107D80000 0
20699/0xb016c:     15805      15     12 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__init__.py\0", 0x7FFEE822CFB0, 0x0)		 = 0 0
20699/0xb016c:     15885      44     41 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__pycache__/__init__.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     15896       3      0 fcntl(0x3, 0x1, 0x0)		 = 1 0
20699/0xb016c:     15898       4      1 fstat64(0x3, 0x7FFEE822D1D8, 0x0)		 = 0 0
20699/0xb016c:     15912       3      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     15914       3      0 fstat64(0x3, 0x7FFEE822D1C0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     16081      16     11 close(0x3)		 = 0 0
20699/0xb016c:     16308      43     38 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822BB90, 0x0)		 = 0 0
20699/0xb016c:     16346      15     12 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/codecs.py\0", 0x7FFEE822B770, 0x0)		 = 0 0
20699/0xb016c:     16417      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/codecs.py\0", 0x7FFEE822BF50, 0x0)		 = 0 0
20699/0xb016c:     16476      52     49 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/codecs.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     16479       5      1 fstat64(0x3, 0x7FFEE822C178, 0x0)		 = 0 0
20699/0xb016c:     16486       4      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     16487       3      0 fstat64(0x3, 0x7FFEE822C160, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     16675      14     10 close(0x3)		 = 0 0
20699/0xb016c:     16934       5      1 madvise(0x107CE3000, 0xA000, 0x9)		 = 0 0
20699/0xb016c:     17418      51     45 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x7FFEE822B080, 0x0)		 = 0 0
20699/0xb016c:     17442      15     12 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x7FFEE822AAC0, 0x0)		 = 0 0
20699/0xb016c:     17498      25     21 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x7FFEE822B300, 0x0)		 = 0 0
20699/0xb016c:     17562      58     53 open_nocancel("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x1100004, 0x0)		 = 3 0
20699/0xb016c:     17569       8      4 fstatfs64(0x3, 0x7FFEE822AAB8, 0x0)		 = 0 0
20699/0xb016c:     18373    1930    794 getdirentries64(0x3, 0x7FE19F82C600, 0x2000)		 = 5112 0
20699/0xb016c:     18458      30     18 close_nocancel(0x3)		 = 0 0
20699/0xb016c:     18641      63     58 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/aliases.py\0", 0x7FFEE822AEE0, 0x0)		 = 0 0
20699/0xb016c:     18757      16     13 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/aliases.py\0", 0x7FFEE822B6C0, 0x0)		 = 0 0
20699/0xb016c:     18834      64     61 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__pycache__/aliases.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     18838       5      2 fstat64(0x3, 0x7FFEE822B8E8, 0x0)		 = 0 0
20699/0xb016c:     18846       5      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     18847       3      0 fstat64(0x3, 0x7FFEE822B8D0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     18946      12      8 close(0x3)		 = 0 0
20699/0xb016c:     19363      29     24 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x7FFEE822CBF0, 0x0)		 = 0 0
20699/0xb016c:     19396      15     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/utf_8.py\0", 0x7FFEE822C7D0, 0x0)		 = 0 0
20699/0xb016c:     19465      13     10 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/utf_8.py\0", 0x7FFEE822CFB0, 0x0)		 = 0 0
20699/0xb016c:     19517      45     42 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__pycache__/utf_8.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     19520       4      1 fstat64(0x3, 0x7FFEE822D1D8, 0x0)		 = 0 0
20699/0xb016c:     19524       3      0 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     19525       3      0 fstat64(0x3, 0x7FFEE822D1C0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     19634       8      5 close(0x3)		 = 0 0
20699/0xb016c:     19823       5      1 sigaction(0xD, 0x7FFEE822E508, 0x7FFEE822E530)		 = 0 0
20699/0xb016c:     19824       3      0 sigaction(0x19, 0x7FFEE822E508, 0x7FFEE822E530)		 = 0 0
20699/0xb016c:     19896       3      0 sigaction(0x1, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19897       3      0 sigaction(0x2, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19897       2      0 sigaction(0x3, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19898       2      0 sigaction(0x4, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19899       3      0 sigaction(0x5, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19899       3      0 sigaction(0x6, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19900       2      0 sigaction(0x7, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19901       3      0 sigaction(0x8, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19901       2      0 sigaction(0xA, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19902       2      0 sigaction(0xB, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19903       2      0 sigaction(0xC, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19903       3      0 sigaction(0xD, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19904       3      0 sigaction(0xE, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19905       2      0 sigaction(0xF, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19905       2      0 sigaction(0x10, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19906       2      0 sigaction(0x12, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19907       2      0 sigaction(0x13, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19907       2      0 sigaction(0x14, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19908       2      0 sigaction(0x15, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19909       2      0 sigaction(0x16, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19909       2      0 sigaction(0x17, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19910       2      0 sigaction(0x18, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19910       2      0 sigaction(0x19, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19911       2      0 sigaction(0x1A, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19912       2      0 sigaction(0x1B, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19912       3      0 sigaction(0x1C, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19913       2      0 sigaction(0x1D, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19914       2      0 sigaction(0x1E, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19914       2      0 sigaction(0x1F, 0x0, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     19915       2      0 sigaction(0x2, 0x7FFEE822D238, 0x7FFEE822D270)		 = 0 0
20699/0xb016c:     20041      27     24 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings\0", 0x7FFEE822CC40, 0x0)		 = 0 0
20699/0xb016c:     20074      14     12 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/latin_1.py\0", 0x7FFEE822C820, 0x0)		 = 0 0
20699/0xb016c:     20132      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/latin_1.py\0", 0x7FFEE822D000, 0x0)		 = 0 0
20699/0xb016c:     20182      44     42 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/encodings/__pycache__/latin_1.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     20185       4      1 fstat64(0x3, 0x7FFEE822D228, 0x0)		 = 0 0
20699/0xb016c:     20189       3      0 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     20190       3      0 fstat64(0x3, 0x7FFEE822D210, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     20294       8      5 close(0x3)		 = 0 0
20699/0xb016c:     20630      24     20 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822CC40, 0x0)		 = 0 0
20699/0xb016c:     20662      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/io.py\0", 0x7FFEE822C820, 0x0)		 = 0 0
20699/0xb016c:     20718      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/io.py\0", 0x7FFEE822D000, 0x0)		 = 0 0
20699/0xb016c:     20765      41     38 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/io.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     20767       3      1 fstat64(0x3, 0x7FFEE822D228, 0x0)		 = 0 0
20699/0xb016c:     20771       3      0 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     20773       3      0 fstat64(0x3, 0x7FFEE822D210, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     20869       7      4 close(0x3)		 = 0 0
20699/0xb016c:     20966      22     19 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822BBE0, 0x0)		 = 0 0
20699/0xb016c:     20996      13     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/abc.py\0", 0x7FFEE822B7C0, 0x0)		 = 0 0
20699/0xb016c:     21056      13     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/abc.py\0", 0x7FFEE822BFA0, 0x0)		 = 0 0
20699/0xb016c:     21100      39     37 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/abc.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     21102       3      1 fstat64(0x3, 0x7FFEE822C1C8, 0x0)		 = 0 0
20699/0xb016c:     21106       3      0 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     21108       3      0 fstat64(0x3, 0x7FFEE822C1B0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     21221      12      7 close(0x3)		 = 0 0
20699/0xb016c:     21774       8      3 fstat64(0x0, 0x7FFEE822E3C0, 0x0)		 = 0 0
20699/0xb016c:     21783       3      0 fstat64(0x0, 0x7FFEE822DE08, 0x0)		 = 0 0
20699/0xb016c:     21789       5      1 ioctl(0x0, 0x4004667A, 0x7FFEE822DE64)		 = 0 0
20699/0xb016c:     21804       4      1 lseek(0x0, 0x0, 0x1)		 = 222130 0
20699/0xb016c:     21810       3      0 ioctl(0x0, 0x4004667A, 0x7FFEE822E154)		 = 0 0
20699/0xb016c:     21824       2      0 ioctl(0x0, 0x4004667A, 0x7FFEE822E0A4)		 = 0 0
20699/0xb016c:     21854       4      1 fstat64(0x1, 0x7FFEE822E3C0, 0x0)		 = 0 0
20699/0xb016c:     21858       3      0 fstat64(0x1, 0x7FFEE822DE08, 0x0)		 = 0 0
20699/0xb016c:     21860       2      0 ioctl(0x1, 0x4004667A, 0x7FFEE822DE64)		 = 0 0
20699/0xb016c:     21866       2      0 lseek(0x1, 0x0, 0x1)		 = 222130 0
20699/0xb016c:     21868       3      0 ioctl(0x1, 0x4004667A, 0x7FFEE822E154)		 = 0 0
20699/0xb016c:     21871       2      0 ioctl(0x1, 0x4004667A, 0x7FFEE822E0A4)		 = 0 0
20699/0xb016c:     21879       2      0 lseek(0x1, 0x0, 0x1)		 = 222130 0
20699/0xb016c:     21883       3      0 fstat64(0x2, 0x7FFEE822E3C0, 0x0)		 = 0 0
20699/0xb016c:     21886       3      0 fstat64(0x2, 0x7FFEE822DE08, 0x0)		 = 0 0
20699/0xb016c:     21888       2      0 ioctl(0x2, 0x4004667A, 0x7FFEE822DE64)		 = 0 0
20699/0xb016c:     21892       2      0 lseek(0x2, 0x0, 0x1)		 = 222130 0
20699/0xb016c:     21894       2      0 ioctl(0x2, 0x4004667A, 0x7FFEE822E154)		 = 0 0
20699/0xb016c:     21896       2      0 ioctl(0x2, 0x4004667A, 0x7FFEE822E0A4)		 = 0 0
20699/0xb016c:     21901       2      0 lseek(0x2, 0x0, 0x1)		 = 222130 0
20699/0xb016c:     21968      31     28 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822CCA0, 0x0)		 = 0 0
20699/0xb016c:     22002      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site.py\0", 0x7FFEE822C880, 0x0)		 = 0 0
20699/0xb016c:     22059      14     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/site.py\0", 0x7FFEE822D060, 0x0)		 = 0 0
20699/0xb016c:     22109      45     42 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/site.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     22111       3      1 fstat64(0x3, 0x7FFEE822D288, 0x0)		 = 0 0
20699/0xb016c:     22115       3      0 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     22116       3      0 fstat64(0x3, 0x7FFEE822D270, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     22277      14     10 close(0x3)		 = 0 0
20699/0xb016c:     22552      48     42 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822BC40, 0x0)		 = 0 0
20699/0xb016c:     22596      18     15 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/os.py\0", 0x7FFEE822B820, 0x0)		 = 0 0
20699/0xb016c:     22626      11      4 mmap(0x0, 0x40000, 0x3, 0x1002, 0xFFFFFFFFFFFFFFFF, 0x0)		 = 0x107E20000 0
20699/0xb016c:     22700      21     17 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/os.py\0", 0x7FFEE822C000, 0x0)		 = 0 0
20699/0xb016c:     22767      58     55 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/os.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     22771       5      1 fstat64(0x3, 0x7FFEE822C228, 0x0)		 = 0 0
20699/0xb016c:     22783       4      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     22784       3      0 fstat64(0x3, 0x7FFEE822C210, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     22992      13     10 close(0x3)		 = 0 0
20699/0xb016c:     23345      48     42 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822ABE0, 0x0)		 = 0 0
20699/0xb016c:     23391      19     15 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/stat.py\0", 0x7FFEE822A7C0, 0x0)		 = 0 0
20699/0xb016c:     23471      17     13 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/stat.py\0", 0x7FFEE822AFA0, 0x0)		 = 0 0
20699/0xb016c:     23536      58     54 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/stat.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     23540       5      1 fstat64(0x3, 0x7FFEE822B1C8, 0x0)		 = 0 0
20699/0xb016c:     23548       4      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     23549       3      0 fstat64(0x3, 0x7FFEE822B1B0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     23771      24     16 close(0x3)		 = 0 0
20699/0xb016c:     24242      51     44 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE822ABE0, 0x0)		 = 0 0
20699/0xb016c:     24286      19     15 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/posixpath.py\0", 0x7FFEE822A7C0, 0x0)		 = 0 0
20699/0xb016c:     24364      19     14 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/posixpath.py\0", 0x7FFEE822AFA0, 0x0)		 = 0 0
20699/0xb016c:     24427      55     52 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/posixpath.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     24431       5      1 fstat64(0x3, 0x7FFEE822B1C8, 0x0)		 = 0 0
20699/0xb016c:     24437       4      1 lseek(0x3, 0x0, 0x1)		 = 0 0
20699/0xb016c:     24438       3      0 fstat64(0x3, 0x7FFEE822B1B0, 0x0)		 = 0 0
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
dtrace: error on enabled probe ID 2186 (ID 165: syscall::read:return): invalid kernel access in action #13 at DIF offset 68
20699/0xb016c:     24583      11      8 close(0x3)		 = 0 0
20699/0xb016c:     24928      44     39 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7\0", 0x7FFEE8229B80, 0x0)		 = 0 0
20699/0xb016c:     24973      17     14 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/genericpath.py\0", 0x7FFEE8229760, 0x0)		 = 0 0
20699/0xb016c:     25046      15     11 stat64("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/genericpath.py\0", 0x7FFEE8229F40, 0x0)		 = 0 0
20699/0xb016c:     25107      54     51 open("/usr/local/Cellar/python/3.7.5/Frameworks/Python.framework/Versions/3.7/lib/python3.7/__pycache__/genericpath.cpython-37.pyc\0", 0x1000000, 0x1B6)		 = 3 0
20699/0xb016c:     25110       5      1 fstat64(0x3, 0x7FFEE822A168, 0x0)		 = 0 0
20699/0xb016c:     25116       4      1 lseek(0x3, 0x0, 0x1)		 = 0 0
